PP
TITLE SAMPLE NAME:,Polypropylene (PP)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,FTIR Spectrophotometer
MODEL NAME:,FTIR
SERIAL No:,
ACCESSORY:,ATR
LIGHT SOURCE:,
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Absorbance
FIRSTX:,3996.86747
FIRSTY:,0.0077
LASTX:,599.83616
LASTY:,0.00641
NPOINTS:,1681
1595.48257,0.00735
1593.44232,0.00737
1591.40206,0.00685
1589.36180,0.00637
1587.32154,0.00603
1585.28128,0.00589
1583.24102,0.00600
1581.20076,0.00665
1579.16050,0.00888
1577.12024,0.01242
1575.07998,0.01262
1573.03973,0.01058
1570.99947,0.01137
1568.95921,0.01259
1566.91895,0.01139
1564.87869,0.01072
1562.83843,0.01227
1560.79817,0.01807
1558.75791,0.02597
1556.71765,0.02247
1554.67739,0.01663
1552.63713,0.01371
1550.59688,0.01285
1548.55662,0.01259
1546.51636,0.01421
1544.47610,0.01943
1542.43584,0.02608
1540.39558,0.02838
1538.35532,0.02164
1536.31506,0.01667
1534.27480,0.01643
1532.23454,0.01567
1530.19429,0.01395
1528.15403,0.01510
1526.11377,0.01793
1524.07351,0.02062
1522.03325,0.02334
1519.99299,0.02335
1517.95273,0.02173
1515.91247,0.01908
1513.87221,0.01594
1511.83195,0.01631
1509.79169,0.02175
1507.75144,0.02836
1505.71118,0.02310
1503.67092,0.01439
1501.63066,0.01175
1499.59040,0.01294
1497.55014,0.01436
1495.50988,0.01272
1493.46962,0.01134
1491.42936,0.01410
1489.38910,0.01761
1487.34885,0.01506
1485.30859,0.01034
1483.26833,0.00822
1481.22807,0.00808
1479.18781,0.00866
1477.14755,0.01087
1475.10729,0.01497
1473.06703,0.01735
1471.02677,0.01376
1468.98651,0.00947
1466.94625,0.00893
1464.90600,0.01005
1462.86574,0.00976
1460.82548,0.01110
1458.78522,0.01669
1456.74496,0.01999
1454.70470,0.01480
1452.66444,0.01009
1450.62418,0.00859
1448.58392,0.00897
1446.54366,0.00858
1444.50341,0.00701
1442.46315,0.00608
1440.42289,0.00663
1438.38263,0.00901
1436.34237,0.01115
1434.30211,0.01012
1432.26185,0.00893
1430.22159,0.00875
1428.18133,0.00805
1426.14107,0.00784
1424.10081,0.00881
1422.06056,0.00998
1420.02030,0.01201
1417.98004,0.01260
1415.93978,0.00941
1413.89952,0.00662
1411.85926,0.00577
1409.81900,0.00554
1407.77874,0.00579
1405.73848,0.00677
1403.69822,0.00700
1401.65797,0.00717
1399.61771,0.00908
1397.57745,0.01117
1395.53719,0.01118
1393.49693,0.00889
1391.45667,0.00684
1389.41641,0.00737
1387.37615,0.00876
1385.33589,0.00782
1383.29563,0.00611
1381.25537,0.00575
1379.21512,0.00639
1377.17486,0.00772
1375.13460,0.00930
1373.09434,0.00907
1371.05408,0.00748
1369.01382,0.00673
1366.97356,0.00683
1364.93330,0.00817
1362.89304,0.00988
1360.85278,0.00899
1358.81253,0.00698
1356.77227,0.00627
1354.73201,0.00622
1352.69175,0.00600
1350.65149,0.00584
1348.61123,0.00576
1346.57097,0.00564
1344.53071,0.00587
1342.49045,0.00736
1340.45019,0.00990
1338.40993,0.01053
1336.36968,0.00842
1334.32942,0.00636
1332.28916,0.00553
1330.24890,0.00542
1328.20864,0.00549
1326.16838,0.00555
1324.12812,0.00567
1322.08786,0.00623
1320.04760,0.00723
1318.00734,0.00766
1315.96709,0.00737
1313.92683,0.00710
1311.88657,0.00664
1309.84631,0.00602
1307.80605,0.00570
1305.76579,0.00550
1303.72553,0.00533
1301.68527,0.00529
1299.64501,0.00535
1297.60475,0.00547
1295.56449,0.00549
1293.52424,0.00544
1291.48398,0.00561
1289.44372,0.00593
1287.40346,0.00596
1285.36320,0.00565
1283.32294,0.00540
1281.28268,0.00537
1279.24242,0.00536
1277.20216,0.00528
1275.16190,0.00530
1273.12165,0.00552
1271.08139,0.00568
1269.04113,0.00559
1267.00087,0.00538
1264.96061,0.00519
1262.92035,0.00515
1260.88009,0.00521
1258.83983,0.00504
1256.79957,0.00470
1254.75931,0.00452
1252.71905,0.00455
1250.67880,0.00465
1248.63854,0.00478
1246.59828,0.00493
1244.55802,0.00497
1242.51776,0.00481
1240.47750,0.00472
1238.43724,0.00477
1236.39698,0.00480
1234.35672,0.00479
1232.31646,0.00475
1230.27621,0.00467
1228.23595,0.00464
1226.19569,0.00472
1224.15543,0.00480
1222.11517,0.00482
1220.07491,0.00482
1218.03465,0.00482
1215.99439,0.00490
1213.95413,0.00504
1211.91387,0.00504
1209.87361,0.00487
1207.83336,0.00484
1205.79310,0.00495
1203.75284,0.00503
1201.71258,0.00503
1199.67232,0.00498
1197.63206,0.00494
1195.59180,0.00505
1193.55154,0.00521
1191.51128,0.00523
1189.47102,0.00516
1187.43077,0.00516
1185.39051,0.00518
1183.35025,0.00517
1181.30999,0.00517
1179.26973,0.00514
1177.22947,0.00513
1175.18921,0.00527
1173.14895,0.00539
1171.10869,0.00529
1169.06843,0.00516
1167.02817,0.00514
1164.98792,0.00511
1162.94766,0.00514
1160.90740,0.00526
1158.86714,0.00535
1156.82688,0.00536
1154.78662,0.00532
1152.74636,0.00526
1150.70610,0.00524
1148.66584,0.00529
1146.62558,0.00526
1144.58533,0.00517
1142.54507,0.00519
1140.50481,0.00530
1138.46455,0.00531
1136.42429,0.00523
1134.38403,0.00516
1132.34377,0.00506
1130.30351,0.00496
1128.26325,0.00495
1126.22299,0.00498
1124.18273,0.00494
1122.14248,0.00487
1120.10222,0.00480
1118.06196,0.00473
1116.02170,0.00469
1113.98144,0.00462
1111.94118,0.00458
1109.90092,0.00460
1107.86066,0.00454
1105.82040,0.00439
1103.78014,0.00429
1101.73989,0.00422
1099.69963,0.00407
1097.65937,0.00400
1095.61911,0.00411
1093.57885,0.00419
1091.53859,0.00408
1089.49833,0.00384
1087.45807,0.00367
1085.41781,0.00354
1083.37755,0.00331
1081.33729,0.00303
1079.29704,0.00284
1077.25678,0.00271
1075.21652,0.00271
1073.17626,0.00288
1071.13600,0.00298
1069.09574,0.00284
1067.05548,0.00256
1065.01522,0.00247
1062.97496,0.00270
1060.93470,0.00289
1058.89445,0.00274
1056.85419,0.00245
1054.81393,0.00235
1052.77367,0.00246
1050.73341,0.00264
1048.69315,0.00270
1046.65289,0.00266
1044.61263,0.00268
1042.57237,0.00284
1040.53211,0.00303
1038.49185,0.00322
1036.45160,0.00342
1034.41134,0.00361
1032.37108,0.00380
1030.33082,0.00390
1028.29056,0.00389
1026.25030,0.00393
1024.21004,0.00404
1022.16978,0.00409
1020.12952,0.00412
1018.08926,0.00428
1016.04901,0.00449
1014.00875,0.00459
1011.96849,0.00465
1009.92823,0.00475
1007.88797,0.00485
1005.84771,0.00491
1003.80745,0.00495
1001.76719,0.00496
999.72693,0.00496
997.68667,0.00500
995.64641,0.00498
993.60616,0.00489
991.56590,0.00484
989.52564,0.00494
987.48538,0.00511
985.44512,0.00523
983.40486,0.00527
981.36460,0.00520
979.32434,0.00512
977.28408,0.00513
975.24382,0.00515
973.20357,0.00514
971.16331,0.00522
969.12305,0.00536
967.08279,0.00544
965.04253,0.00545
963.00227,0.00545
960.96201,0.00542
958.92175,0.00530
956.88149,0.00516
954.84123,0.00513
952.80097,0.00518
950.76072,0.00520
948.72046,0.00524
946.68020,0.00535
944.63994,0.00546
942.59968,0.00544
940.55942,0.00526
938.51916,0.00507
936.47890,0.00498
934.43864,0.00501
932.39838,0.00509
930.35813,0.00509
928.31787,0.00510
926.27761,0.00519
924.23735,0.00523
922.19709,0.00520
920.15683,0.00511
918.11657,0.00511
916.07631,0.00517
914.03605,0.00506
911.99579,0.00494
909.95553,0.00503
907.91528,0.00507
905.87502,0.00497
903.83476,0.00490
901.79450,0.00486
899.75424,0.00483
897.71398,0.00482
895.67372,0.00474
893.63346,0.00465
891.59320,0.00469
889.55294,0.00479
887.51269,0.00480
885.47243,0.00475
883.43217,0.00479
881.39191,0.00480
879.35165,0.00469
877.31139,0.00467
875.27113,0.00471
873.23087,0.00465
871.19061,0.00456
869.15035,0.00453
867.11009,0.00457
865.06984,0.00476
863.02958,0.00503
860.98932,0.00513
858.94906,0.00502
856.90880,0.00485
854.86854,0.00472
852.82828,0.00462
850.78802,0.00463
848.74776,0.00472
846.70750,0.00490
844.66725,0.00509
842.62699,0.00501
840.58673,0.00482
838.54647,0.00491
836.50621,0.00507
834.46595,0.00492
832.42569,0.00458
830.38543,0.00443
828.34517,0.00447
826.30491,0.00459
824.26465,0.00483
822.22440,0.00516
820.18414,0.00523
818.14388,0.00495
816.10362,0.00479
814.06336,0.00459
812.02310,0.00291
809.98284,0.00092
807.94258,0.00196
805.90232,0.00429
803.86206,0.00489
801.82181,0.00466
799.78155,0.00472
797.74129,0.00513
795.70103,0.00558
793.66077,0.00564
791.62051,0.00537
789.58025,0.00513
787.53999,0.00506
785.49973,0.00507
783.45947,0.00503
781.41921,0.00493
779.37896,0.00485
777.33870,0.00475
775.29844,0.00480
773.25818,0.00509
771.21792,0.00530
769.17766,0.00510
767.13740,0.00473
765.09714,0.00462
763.05688,0.00483
761.01662,0.00501
758.97637,0.00494
756.93611,0.00486
754.89585,0.00494
752.85559,0.00511
750.81533,0.00518
748.77507,0.00502
746.73481,0.00489
744.69455,0.00498
742.65429,0.00511
740.61403,0.00507
738.57377,0.00503
736.53352,0.00519
734.49326,0.00546
732.45300,0.00571
730.41274,0.00589
728.37248,0.00580
726.33222,0.00558
724.29196,0.00537
722.25170,0.00524
720.21144,0.00534
718.17118,0.00568
716.13093,0.00598
714.09067,0.00584
712.05041,0.00540
710.01015,0.00523
707.96989,0.00534
705.92963,0.00552
703.88937,0.00576
701.84911,0.00581
699.80885,0.00568
697.76859,0.00572
695.72833,0.00572
693.68808,0.00572
691.64782,0.00618
689.60756,0.00697
687.56730,0.00725
685.52704,0.00683
683.48678,0.00641
681.44652,0.00635
679.40626,0.00664
677.36600,0.00686
675.32574,0.00665
673.28549,0.00636
671.24523,0.00688
669.20497,0.00822
667.16471,0.00817
665.12445,0.00698
663.08419,0.00664
661.04393,0.00697
659.00367,0.00749
656.96341,0.00772
654.92315,0.00736
652.88289,0.00674
650.84264,0.00649
648.80238,0.00657
646.76212,0.00645
644.72186,0.00611
642.68160,0.00602
640.64134,0.00641
638.60108,0.00688
636.56082,0.00720
634.52056,0.00730
632.48030,0.00699
630.44005,0.00704
628.39979,0.00783
626.35953,0.00811
624.31927,0.00736
622.27901,0.00670
620.23875,0.00663
618.19849,0.00685
616.15823,0.00723
614.11797,0.00725
612.07771,0.00686
610.03746,0.00633
607.99720,0.00655
605.95694,0.00776
603.91668,0.00768
601.87642,0.00641
599.83616,0.00641
