PP
TITLE SAMPLE NAME:,Polypropylene (PP)
DATA TYPE:,Infrared Spectrum
MEASUREMENT INFORMATION:,FTIR Spectrophotometer
MODEL NAME:,FTIR
SERIAL No:,
ACCESSORY:,ATR
LIGHT SOURCE:,
RESOLUTION:,4 cm-1
XUNITS/ HORIZONTAL AXIS:,Wavenumber [cm-1]
YUNITS/ VERTICAL AXIS:,Absorbance
FIRSTX:,3996.86747
FIRSTY:,0.0077
LASTX:,599.83616
LASTY:,0.00641
NPOINTS:,1681
1656.69035,0.01083
1654.65009,0.01698
1652.60983,0.02046
1650.56957,0.01738
1648.52931,0.01766
1646.48905,0.01788
1644.44879,0.01313
1642.40853,0.00953
1640.36827,0.00958
1638.32801,0.01285
1636.28776,0.01651
1634.24750,0.01380
1632.20724,0.00923
1630.16698,0.00823
1628.12672,0.00947
1626.08646,0.01078
1624.04620,0.01188
1622.00594,0.01140
1619.96568,0.01044
1617.92542,0.01161
1615.88517,0.01172
1613.84491,0.00895
1611.80465,0.00757
1609.76439,0.00809
1607.72413,0.00837
1605.68387,0.00789
1603.64361,0.00756
1601.60335,0.00725
1599.56309,0.00675
1597.52283,0.00681
